title,url,raw_date,published_at,language,summary,image_url,category,source,player_name,from_club,to_club,transfer_fee,status,sentiment,external_key,league,national_team,fee_numeric
Ronald Araujo wages revealed with Liverpool to pay full Barcelona salary,https://www.thisisanfield.com/2026/08/ronald-araujo-wages-revealed-liverpool-barcelona-salary/,"Sat, 08 Aug 2026 09:15:28 +0000",2026-08-08T23:57:48.182009,en,Ronald Araujo wages revealed with Liverpool to pay full Barcelona salary,https://www.thisisanfield.com/wp-content/uploads/featureimage-copy-28.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,ThisIsAnfield Liverpool,Ronald Araújo,FC Barcelone,Liverpool,Non communiqué,RUMEUR 📰,Neutre,ronaldaraujowagesrevealedwithliverpooltopayfullbarcelonasala,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Uruguay 🇺🇾,0.0
Ronald Araujo can be ‘one of world’s best’ – but Barca fans celebrate his exit,https://www.thisisanfield.com/2026/08/ronald-araujo-world-best-barcelona-fan-reaction-exit/,"Sat, 08 Aug 2026 08:35:50 +0000",2026-08-08T23:57:48.182033,en,Ronald Araujo can be ‘one of world’s best’ – but Barca fans celebrate his exit,https://www.thisisanfield.com/wp-content/uploads/3E87E24-copy-3.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,ThisIsAnfield Liverpool,Ronald Araújo,FC Barcelone,,Non communiqué,RUMEUR 📰,Neutre,ronaldaraujocanbeoneofworldsbestbutbarcafanscelebratehisexit,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Uruguay 🇺🇾,0.0
How Ronald Araujo loan affects Liverpool’s homegrown quota,https://www.thisisanfield.com/2026/08/ronald-araujo-loan-liverpool-non-homegrown-quota-barcola/,"Sat, 08 Aug 2026 07:06:04 +0000",2026-08-08T23:57:48.182055,en,How Ronald Araujo loan affects Liverpool’s homegrown quota,https://www.thisisanfield.com/wp-content/uploads/barcolaaraujo.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,ThisIsAnfield Liverpool,Ronald Araújo,FC Barcelone,,loan,RUMEUR 📰,Neutre,howronaldaraujoloanaffectsliverpoolshomegrownquota,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Uruguay 🇺🇾,0.0
"Liverpool vs. Monaco: Kick-off time, potential XI and how to watch",https://www.thisisanfield.com/2026/08/liverpool-monaco-kick-off-time-potential-xi-tv-guide/,"Sat, 08 Aug 2026 07:00:22 +0000",2026-08-08T23:57:48.182078,en,"Liverpool vs. Monaco: Kick-off time, potential XI and how to watch",https://www.thisisanfield.com/wp-content/uploads/LFCvs.Leeds-1.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,ThisIsAnfield Liverpool,Joueur Star,Liverpool,AS Monaco,Non communiqué,RUMEUR 📰,Neutre,liverpoolvsmonacokickofftimepotentialxiandhowtowatch,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
Ronald Araujo: Liverpool agree shock loan deal for Barcelona centre-back,https://www.thisisanfield.com/2026/08/ronald-araujo-liverpool-agree-shock-loan-deal-barcelona/,"Fri, 07 Aug 2026 21:58:37 +0000",2026-08-08T23:57:48.182101,en,Ronald Araujo: Liverpool agree shock loan deal for Barcelona centre-back,https://www.thisisanfield.com/wp-content/uploads/2N0X5W6-copy.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,ThisIsAnfield Liverpool,Ronald Araújo,FC Barcelone,Liverpool,loan,RUMEUR 📰,Neutre,ronaldaraujoliverpoolagreeshockloandealforbarcelonacentrebac,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Uruguay 🇺🇾,0.0
Why PSG winger Ibrahim Mbaye makes strategic sense for Liverpool,https://www.thisisanfield.com/2026/08/who-is-ibrahim-mbaye-liverpool-transfer-target/,"Fri, 07 Aug 2026 17:00:20 +0000",2026-08-08T23:57:48.182125,en,Why PSG winger Ibrahim Mbaye makes strategic sense for Liverpool,https://www.thisisanfield.com/wp-content/uploads/Mbaye-FM.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,ThisIsAnfield Liverpool,Ibrahim Mbaye,PSG,Liverpool,Non communiqué,RUMEUR 📰,Neutre,whypsgwingeribrahimmbayemakesstrategicsenseforliverpool,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
Ezri Konsa linked again as Liverpool consider defender loan: Latest LFC News,https://www.thisisanfield.com/2026/08/ezri-konsa-liverpool-transfer-roundup-news-august-7/,"Fri, 07 Aug 2026 16:05:32 +0000",2026-08-08T23:57:48.182148,en,Ezri Konsa linked again as Liverpool consider defender loan: Latest LFC News,https://www.thisisanfield.com/wp-content/uploads/konsabarcolachambers.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,ThisIsAnfield Liverpool,Ezri Konsa,,Liverpool,loan,RUMEUR 📰,Neutre,ezrikonsalinkedagainasliverpoolconsiderdefenderloanlatestlfc,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
Liverpool ‘set to bid’ £98.5m for Bradley Barcola,https://www.thisisanfield.com/2026/08/liverpool-submit-115-m-bradley-barcola-bid-psg/,"Fri, 07 Aug 2026 14:51:47 +0000",2026-08-08T23:57:48.182171,en,Liverpool ‘set to bid’ £98.5m for Bradley Barcola,https://www.thisisanfield.com/wp-content/uploads/Paris-Saint-Germain-v-Stade-Brestois-29-UEFA-Champions-League-202425-League-Knockout-Play-off-Second-Leg.jpg-copy.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,ThisIsAnfield Liverpool,Bradley Barcola,PSG,Liverpool,Non communiqué,NEGOCIATION 💬,Neutre,liverpoolsettobid985mforbradleybarcola,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,France 🇫🇷,0.0
Liverpool in new shirt sponsor talks: Standard Chartered deal up in 2027,https://www.thisisanfield.com/2026/08/liverpool-talks-new-shirt-sponsor-standard-chartered-2027/,"Fri, 07 Aug 2026 12:44:59 +0000",2026-08-08T23:57:48.182193,en,Liverpool in new shirt sponsor talks: Standard Chartered deal up in 2027,https://www.thisisanfield.com/wp-content/uploads/2026-08-02-157-Liverpool_Leeds.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,ThisIsAnfield Liverpool,Standard Chartered,,Liverpool,Non communiqué,NEGOCIATION 💬,Neutre,liverpoolinnewshirtsponsortalksstandardchartereddealupin2027,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
Alexis Mac Allister ‘not pushing’ for exit: Only “mega bid” would tempt Liverpool,https://www.thisisanfield.com/2026/08/alexis-mac-allister-exit-stance-liverpool-transfer/,"Fri, 07 Aug 2026 11:29:02 +0000",2026-08-08T23:57:48.182216,en,Alexis Mac Allister ‘not pushing’ for exit: Only “mega bid” would tempt Liverpool,https://www.thisisanfield.com/wp-content/uploads/2026-05-24-082-Liverpool_Brentford.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,ThisIsAnfield Liverpool,Alexis Mac,,Liverpool,Non communiqué,NEGOCIATION 💬,Neutre,alexismacallisternotpushingforexitonlymegabidwouldtemptliver,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
Guimaraes sets sights on silverware and making history,https://arseblog.news/2026/08/guimaraes-sets-sights-on-silverware-and-making-history/,"Sat, 08 Aug 2026 12:01:16 +0000",2026-08-08T23:57:56.240286,en,"Bruno Guimaraes believes he is joining “one of the best” midfields in Europe and has wasted little time making it clear that Arsenal’s trophy-winning ambitions are a major part of what attracted him to the club. The Brazil international arrives at the Emirates after four-and-a-half outstanding years at Newcastle, where he established himself as one […] The post Guimaraes sets sights on silverware ",https://arseblog.news/wp-content/uploads/2026/08/Arseblog-News-1400x800-19.webp,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Arseblog News Arsenal,Bruno Guimarães,Newcastle,,Non communiqué,RUMEUR 📰,Neutre,guimaraessetssightsonsilverwareandmakinghistory,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Brésil 🇧🇷,0.0
Confirmed: Bruno Guimaraes joins Arsenal from Newcastle,https://arseblog.news/2026/08/confirmed-bruno-guimaraes-joins-arsenal-from-newcastle/,"Sat, 08 Aug 2026 11:02:27 +0000",2026-08-08T23:57:56.241897,en,"Surprise! Arsenal have completed the signing of Bruno Guimaraes from Newcastle United in a deal worth a reported £75 million, with around £7 million of the fee due to his former club Lyon. The Brazil international arrives at the Emirates after four-and-a-half hugely successful years on Tyneside, where he became one of the Premier League’s […] The post Confirmed: Bruno Guimaraes joins Arsenal from ",https://arseblog.news/wp-content/uploads/2026/08/Arseblog-News-1400x800-18.webp,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Arseblog News Arsenal,Bruno Guimarães,Newcastle,Arsenal,75 million,RUMEUR 📰,Neutre,confirmedbrunoguimaraesjoinsarsenalfromnewcastle,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Brésil 🇧🇷,75.0
Abraham Owusu-Gyasi looks to earn professional contract,https://arseblog.news/2026/08/abraham-owusu-gyasi-looks-to-earn-professional-contract/,"Sat, 08 Aug 2026 10:08:12 +0000",2026-08-08T23:57:56.247664,en,Arsenal U17s are currently participating in the Shanghai Future Star Cup and they made it to the final of the competition yesterday as they overcame the hosts on penalties following a 2-2 draw in normal time. Abraham Owusu-Gyasi scored the decisive spot-kick and the defender will be aware that this is a very important season […] The post Abraham Owusu-Gyasi looks to earn professional contract appe,https://arseblog.news/wp-content/uploads/2023/07/Arseblog-1400x800-2023-07-28T155918.110-1068x580.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Arseblog News Arsenal,Abraham Owusu,,Arsenal,Non communiqué,RUMEUR 📰,Neutre,abrahamowusugyasilookstoearnprofessionalcontract,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
"Jesus, Vieira, Nwaneri – who could leave Arsenal next?",https://arseblog.news/2026/08/jesus-vieira-nwaneri-who-could-leave-arsenal-next/,"Fri, 07 Aug 2026 12:31:27 +0000",2026-08-08T23:57:56.272848,en,"While much of the attention in recent weeks has focused on who Arsenal might bring in, most notably Bruno Guimaraes, and the ambitious but ultimately unsuccessful pursuit of Vinicius Junior, Andrea Berta and his recruitment team still have plenty to do when it comes to trimming Mikel Arteta’s squad and balancing the books. The departures […] The post Jesus, Vieira, Nwaneri – who could leave Arsena",https://arseblog.news/wp-content/uploads/2026/08/Arseblog-News-1400x800-17.webp,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Arseblog News Arsenal,Bruno Guimarães,Newcastle,Arsenal,Non communiqué,RUMEUR 📰,Neutre,jesusvieiranwaneriwhocouldleavearsenalnext,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Brésil 🇧🇷,0.0
Jessie Gale joins Newcastle United on loan,https://arseblog.news/2026/08/jessie-gale-joins-newcastle-united-on-loan/,"Fri, 07 Aug 2026 10:11:21 +0000",2026-08-08T23:57:56.274309,en,"As reported by Arseblog News on 24th July, young Arsenal striker Jessie Gale has joined WSL2 side Newcastle United on loan for the 2026-27 season. Gale joined the Gunners from Charlton in 2024 and had a dual registration deal with Watford for the second half of the 2024-25 season. In 2025-26, Gale spent the first […] The post Jessie Gale joins Newcastle United on loan appeared first on Arseblog Ne",https://arseblog.news/wp-content/uploads/2026/08/jessie-gale.webp,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Arseblog News Arsenal,Jessie Gale,Arsenal,Newcastle,loan,RUMEUR 📰,Neutre,jessiegalejoinsnewcastleunitedonloan,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
Report: Arsenal interested in Spurs captain Romero,https://arseblog.news/2026/08/report-arsenal-interested-in-spurs-captain-romero/,"Thu, 06 Aug 2026 21:19:18 +0000",2026-08-08T23:57:56.280214,en,"Arsenal have reportedly expressed an interest in Tottenham captain Cristian Romero, as their search for a centre back continues this summer. According to The Athletic (£), Inter have already verbally agreed a €40million (£34.2million) fee with Spurs for the Argentina defender but are yet to agree personal terms with the player. 🚨 Arsenal among clubs […] The post Report: Arsenal interested in Spurs",https://arseblog.news/wp-content/uploads/2026/08/cuti.webp,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Arseblog News Arsenal,Joueur Star,Arsenal,Tottenham,40million,RUMEUR 📰,Bullish,reportarsenalinterestedinspurscaptainromero,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,40.0
Report: Vini Jr and Real Madrid agree new contract,https://arseblog.news/2026/08/report-vini-jr-and-real-madrid-agree-new-contract/,"Thu, 06 Aug 2026 17:57:53 +0000",2026-08-08T23:57:56.300599,en,"Vinicius Junior and Real Madrid have reportedly agreed terms on a new six-year contract, putting an end to ongoing speculation about his future with the Spanish giants. According to David Ornstein in The Athletic (£), Madrid and Vini Jr met on Wednesday to discuss terms and after months of unsuccessful talks, an improved package was […] The post Report: Vini Jr and Real Madrid agree new contract a",https://arseblog.news/wp-content/uploads/2026/08/vini.webp,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Arseblog News Arsenal,Vinicius Jr,Real Madrid,,Non communiqué,RUMEUR 📰,Bullish,reportvinijrandrealmadridagreenewcontract,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Brésil 🇧🇷,0.0
Arsenal announce extension of long-running Emirates partnership,https://arseblog.news/2026/08/arsenal-announce-extension-of-long-running-emirates-partnership/,"Thu, 06 Aug 2026 10:10:04 +0000",2026-08-08T23:57:56.301973,en,"Arsenal have announced a new five-year agreement with Emirates that will see the airline remain both the club’s principal shirt sponsor, training kit sponsor and the holder of the naming rights to Emirates Stadium until 2033. The deal, reported to be a significant increase on the current £45 million per year agreement, ensures one of the […] The post Arsenal announce extension of long-running Emir",https://arseblog.news/wp-content/uploads/2026/07/Arseblog-News-1400x800-8.webp,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Arseblog News Arsenal,Joueur Star,,Arsenal,45 million,RUMEUR 📰,Neutre,arsenalannounceextensionoflongrunningemiratespartnership,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,45.0
Injury halts Copley’s impressive progress,https://arseblog.news/2026/08/injury-halts-copleys-impressive-progress/,"Thu, 06 Aug 2026 09:59:13 +0000",2026-08-08T23:57:56.306288,en,Suffering an injury at any time is hugely frustrating but Louie Copley will be especially disappointed following his setback last night. The full extent of the injury sustained by the 19-year-old while playing for the Arsenal first-team against Real Betis is yet to be discovered but the early signs were certainly concerning. Copley had also […] The post Injury halts Copley’s impressive progress ap,https://arseblog.news/wp-content/uploads/2026/01/Arseblog-News-1400x800-2026-01-09T121735.850.webp,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Arseblog News Arsenal,Joueur Star,Arsenal,Real Betis,Non communiqué,RUMEUR 📰,Neutre,injuryhaltscopleysimpressiveprogress,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
"Arteta on Betis defeat, new season ambitions, Bruno deal & Copley injury",https://arseblog.news/2026/08/arteta-on-betis-defeat-new-season-ambitions-bruno-deal-copley-injury/,"Wed, 05 Aug 2026 21:27:41 +0000",2026-08-08T23:57:56.308301,en,"Mikel Arteta was left with plenty to ponder after Arsenal slumped to a 3-1 defeat against Real Betis in Dublin, undone by a series of sloppy mistakes that allowed the Spaniards to race into a commanding first-half lead before comfortably seeing the game out. Viktor Gyokeres had the first real chance of the evening but […] The post Arteta on Betis defeat, new season ambitions, Bruno deal & Copley i",https://arseblog.news/wp-content/uploads/2026/08/Arseblog-News-1400x800-16.webp,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Arseblog News Arsenal,Viktor Gyökeres,Arsenal,Real Betis,Non communiqué,RUMEUR 📰,Neutre,artetaonbetisdefeatnewseasonambitionsbrunodealcopleyinjury,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Suède 🇸🇪,0.0
Confirmed: Everton sign Christian Norgaard,https://arseblog.news/2026/08/confirmed-everton-sign-christian-norgaard/,"Wed, 05 Aug 2026 21:00:45 +0000",2026-08-08T23:57:56.309635,en,"Everton have confirmed the signing of Christian Norgaard from Arsenal in a deal reported to be worth £7 million. The Denmark international leaves north London after just one season, during which he helped Arsenal win the Premier League and reach the finals of both the Champions League and League Cup. Signed from Brentford following the […] The post Confirmed: Everton sign Christian Norgaard appear",https://arseblog.news/wp-content/uploads/2025/07/Arseblog-News-1400x800-27.webp,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Arseblog News Arsenal,Christian Norgaard,Everton,Arsenal,7 million,RUMEUR 📰,Bullish,confirmedevertonsignchristiannorgaard,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,7.0
Report: Arsenal 1-3 Real Betis (inc. goals),https://arseblog.news/2026/08/report-arsenal-1-3-real-betis-inc-goals/,"Wed, 05 Aug 2026 20:38:04 +0000",2026-08-08T23:57:56.314559,en,"Arsenal continued their pre-season preparations with a 3-1 defeat to Real Betis in Dublin, despite a first half strike from Piero Hincapie. Next up it’s Borussia Dortmund on Sunday, August 9th as they play their first game of the summer on home soil. First half XI: Kepa, White, Mosquera, Hincapie, Calafiori, Lewis-Skelly, Havertz, Nwaneri, Dowman, […] The post Report: Arsenal 1-3 Real Betis (inc. ",https://arseblog.news/wp-content/uploads/2026/08/cala.webp,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Arseblog News Arsenal,Piero Hincapié,Arsenal,Real Betis,Non communiqué,RUMEUR 📰,Neutre,reportarsenal13realbetisincgoals,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Équateur 🇪🇨,0.0
Report: Arsenal closing in on deal for Bruno Guimaraes,https://arseblog.news/2026/08/report-arsenal-closing-in-on-deal-for-bruno-guimaraes/,"Tue, 04 Aug 2026 15:04:51 +0000",2026-08-08T23:57:56.320480,en,"According to The Athletic, Arsenal are close to finalising a deal with Newcastle for Bruno Guimaraes. There have been conflicting reports about the nature of negotiations between the two clubs this summer, with much of the back and forth seemingly handled by intermediaries. What has never been in doubt, however, is Arsenal’s long-standing interest in […] The post Report: Arsenal closing in on deal",https://arseblog.news/wp-content/uploads/2026/08/Arseblog-News-1400x800-15.webp,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Arseblog News Arsenal,Bruno Guimarães,Newcastle,Arsenal,Non communiqué,RUMEUR 📰,Bullish,reportarsenalclosinginondealforbrunoguimaraes,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Brésil 🇧🇷,0.0
Wenger breaks silence over Infantino controversy,https://arseblog.news/2026/08/wenger-breaks-silence-over-infantino-controversy/,"Tue, 04 Aug 2026 11:48:15 +0000",2026-08-08T23:57:56.326116,en,Arsene Wenger says he first learned of Gianni Infantino’s plan to create a commercial subsidiary of FIFA through media reports and believes it was “absolutely necessary and beyond question” that the proposal was abandoned. The former Arsenal manager has served as FIFA’s Chief of Global Football Development since 2019. While he is not generally regarded […] The post Wenger breaks silence over Infan,https://arseblog.news/wp-content/uploads/2026/08/Arseblog-News-1400x800-14.webp,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Arseblog News Arsenal,Joueur Star,,Arsenal,Non communiqué,RUMEUR 📰,Neutre,wengerbreakssilenceoverinfantinocontroversy,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
Arsenal Women Arsecast Episode 171: August Mailbag,https://arseblog.news/2026/08/arsenal-women-arsecast-episode-171-august-mailbag/,"Tue, 04 Aug 2026 07:00:12 +0000",2026-08-08T23:57:56.371053,en,"Welcome to a brand new episode of the Arsenal Women Arsecast, the number one podcast about Arsenal Women. In this episode of the Arsenal Women Arsecast, Tim and Jamie start by discussing Jenna Nighswonger’s impending move to Bay FC and the departure of Marc Skinner at Manchester United. Then they take listener questions on how […] The post Arsenal Women Arsecast Episode 171: August Mailbag appeare",https://arseblog.news/wp-content/uploads/2025/10/ArsenalWomenArsecast2025.webp,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Arseblog News Arsenal,Arsenal Women,Arsenal,Manchester United,Non communiqué,RUMEUR 📰,Neutre,arsenalwomenarsecastepisode171augustmailbag,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
