title,url,raw_date,published_at,language,summary,image_url,category,source,player_name,from_club,to_club,transfer_fee,status,sentiment,external_key,league,national_team,fee_numeric
Arsenal defender Riccardo Calafiori reveals unlikely footballing idol,https://www.90min.com/arsenal-defender-riccardo-calafiori-reveals-unlikely-footballing-idol?utm_source=RSS,"Tue, 16 Sep 2025 15:05:00 +0000",2026-08-08T23:56:13.416778,en,Arsenal defender Riccardo Calafiori reveals his surprising footballing idol – former Manchester City star Aleksandar Kolarov.,"https://images2.minutemediacdn.com/image/upload/c_crop,w_2146,h_1207,x_124,y_380/c_fill,w_2880,ar_16:9,f_auto,q_auto,g_auto/images/GettyImages/mmsport/90min_en_international_web/01k56bhmmd4dnnj84xjs.jpg",Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,90min Transfers,Riccardo Calafiori,Arsenal,Manchester City,Non communiqué,RUMEUR 📰,Neutre,arsenaldefenderriccardocalafiorirevealsunlikelyfootballingid,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
adidas launch new signature Lionel Messi boots: F50 ‘Vis10n’,https://www.90min.com/adidas-launch-new-signature-lionel-messi-boots-f50-vis10n?utm_source=RSS,"Sun, 14 Sep 2025 00:00:00 +0000",2026-08-08T23:56:13.417006,en,adidas have dropped the new Lionel Messi signature boots – the F50 ‘Vis10n’ – celebrating the Argentine icon’s unmatched awareness and agility.,"https://images2.minutemediacdn.com/image/upload/c_crop,w_1080,h_607,x_0,y_500/c_fill,w_2880,ar_16:9,f_auto,q_auto,g_auto/images/voltaxMediaLibrary/mmsport/90min_en_international_web/01k4wnj0wz313z15wpnx.jpg",Champions League 🇪🇺,90min Transfers,Lionel Messi,Inter Miami,,Non communiqué,RUMEUR 📰,Neutre,adidaslaunchnewsignaturelionelmessibootsf50vis10n,Champions League 🇪🇺,Argentine 🇦🇷,0.0
CAN féminine 2026 : le Maroc rejoint le dernier carré,https://www.afrik-foot.com/en-direct-maroc-afrique-du-sud-can-feminine-2026,"Sat, 08 Aug 2026 21:30:03 +0200",2026-08-08T23:56:21.451271,fr,"Pays hôte et double vice-champion en titre, le Maroc a dominé l’Afrique du Sud ce samedi soir pour accéder aux demi-finales de la CAN féminine 2026. Suivez ce match en direct et commenté sur Afrik-Foot. Un an après leur dernier face-à-face avec les Banyana Banyana, les Marocaines ont pris leur revanche sur l’Afrique du Sud […]",https://www.afrik-foot.com/thumbor/qGTDoH30Oi6RZ69WeZj6JMP8RYc=/5000x3333/smart/filters:format(webp)/https%3A%2F%2Fmedia.afrik-foot.com%2Fmain%2F2026%2F08%2FICONSPORT_162141_0011.jpg,Ligue 1 🇫🇷,AfrikFoot Mercato,Joueur Star,,,Non communiqué,RUMEUR 📰,Neutre,canféminine2026lemarocrejointlederniercarré,Ligue 1 🇫🇷,International 🌍,0.0
CAN féminine 2026 : l’Algérie renverse la Côte d’Ivoire et accède aux demi-finales pour la première fois,https://www.afrik-foot.com/en-direct-cote-divoire-algerie-can-feminine-2026,"Sat, 08 Aug 2026 18:30:04 +0200",2026-08-08T23:56:21.451816,fr,"Côte d’Ivoire-Algérie, c’est le premier quart de finale de la CAN féminine 2026. Suivez ce match en direct et commenté sur Afrik-Foot. La Côte d’Ivoire et l’Algérie ouvrent le bal des quarts de finale de la CAN féminine 2026. Ce samedi à 19h françaises (18h en Algérie, 17h en Côte d’Ivoire), les Éléphantes affrontent les […]",https://www.afrik-foot.com/thumbor/9pctAeCpdOyZF-NN6vi-BsDUQ4U=/1200x800/smart/filters:format(webp)/https%3A%2F%2Fmedia.afrik-foot.com%2Fmain%2F2026%2F08%2FCote-Ivoire-Algerie-CAN-feminine.jpg,Ligue 1 🇫🇷,AfrikFoot Mercato,Joueur Star,,,Non communiqué,RUMEUR 📰,Neutre,canféminine2026lalgérierenverselacôtedivoireetaccèdeauxdemif,Ligue 1 🇫🇷,International 🌍,0.0
"“Ce que Figo a dit, c’est minable, l’UEFA est hypocrite”, Houssine Kharja vole au secours d’Infantino",https://www.afrik-foot.com/ce-que-figo-a-dit-cest-minable-luefa-est-hypocrite-houssine-kharja-vole-au-secours-dinfantino,"Sat, 08 Aug 2026 17:37:52 +0200",2026-08-08T23:56:21.451986,fr,"L’ancien international marocain Houssine Kharja a pris la défense de Gianni Infantino, dans la tourmente à cause du projet FIFA Forward Enterprise. À l’initiative du projet mort-né de privatisation des parts de la Coupe du monde, FIFA Forward Enterprise, Gianni Infantino, le président de la FIFA, est dans la tourmente. Le patron du football mondial […]",https://www.afrik-foot.com/thumbor/zPLBwyMdpsOwLqduhD3Z9rP_4M8=/1200x800/smart/filters:format(webp)/https%3A%2F%2Fmedia.afrik-foot.com%2Fmain%2F2026%2F08%2FHoussine-Kharja.jpg,Ligue 1 🇫🇷,AfrikFoot Mercato,Houssine Kharja,,,Non communiqué,RUMEUR 📰,Neutre,cequefigoaditcestminableluefaesthypocritehoussinekharjavolea,Ligue 1 🇫🇷,International 🌍,0.0
"Les CAN U17 U20, U23 attribuées : la CAF confie une nouvelle édition au Maroc",https://www.afrik-foot.com/can-u17-u20-u23-la-caf-confie-une-nouvelle-edition-au-maroc,"Sat, 08 Aug 2026 10:57:00 +0200",2026-08-08T23:56:21.467325,fr,"Le Maroc n’en a visiblement pas fini avec l’organisation des compétitions africaines. Réunie jeudi en Comité exécutif, la CAF a attribué au Royaume la CAN U17 2027, confirmant une nouvelle fois la place centrale prise par le pays dans l’accueil des grands rendez-vous continentaux. La Confédération africaine de football (CAF) a réparti plusieurs compétitions de […]",https://www.afrik-foot.com/thumbor/b7rieV2z29bjHo4a7HR5xJpB8Cc=/1200x800/smart/filters:format(webp)/https%3A%2F%2Fmedia.afrik-foot.com%2Fmain%2F2026%2F01%2FStade-Prince-Moulay-Abdellah-Rabat-Maroc-supporters.jpg,Ligue 1 🇫🇷,AfrikFoot Mercato,Joueur Star,,,Non communiqué,RUMEUR 📰,Neutre,lescanu17u20u23attribuéeslacafconfieunenouvelleéditionaumaro,Ligue 1 🇫🇷,International 🌍,0.0
Algérie : la FAF déjà d’accord avec son futur sélectionneur ?,https://www.afrik-foot.com/algerie-la-faf-deja-daccord-avec-son-futur-selectionneur,"Sat, 08 Aug 2026 10:06:12 +0200",2026-08-08T23:56:21.467610,fr,"La succession de Vladimir Petkovic touche à sa fin. Réuni jeudi au Centre technique national de Sidi Moussa, le Collège technique national a étudié les différents profils retenus par la Fédération algérienne pour le poste de sélectionneur. Et sauf retournement de situation, la FAF aurait déjà arrêté son choix : Félix Sanchez Bas serait désormais en pole […]",https://www.afrik-foot.com/thumbor/kNlFgb97dQKlJGd-QVg-10LDvEs=/2458x1639/smart/filters:format(webp)/https%3A%2F%2Fmedia.afrik-foot.com%2Fmain%2F2026%2F08%2FICONSPORT_164532_0006.jpg,Ligue 1 🇫🇷,AfrikFoot Mercato,João Félix,Chelsea,,Non communiqué,RUMEUR 📰,Bullish,algérielafafdéjàdaccordavecsonfutursélectionneur,Ligue 1 🇫🇷,Portugal 🇵🇹,0.0
Algérie : Youcef Belaïli envoie déjà un message au futur sélectionneur,https://www.afrik-foot.com/algerie-youcef-belaili-envoie-deja-un-message-au-futur-selectionneur,"Fri, 07 Aug 2026 22:25:14 +0200",2026-08-08T23:56:21.468210,fr,"Youcef Belaïli a envoyé un message à peine voilé au futur sélectionneur de l’équipe d’Algérie. Plus apparu en sélection depuis octobre 2025 et la victoire de l’Algérie sur la Somalie (3-0) dans le cadre des éliminatoires de la Coupe du monde 2026, Youcef Belaïli a adressé un message déguisé au futur sélectionneur des Fennecs. Alors […]",https://www.afrik-foot.com/thumbor/P1j5oYE4fJ9nUlZX6TC5s_ewQo0=/1200x800/smart/filters:format(webp)/https%3A%2F%2Fmedia.afrik-foot.com%2Fmain%2F2025%2F03%2FYoucef-Belaili-fait-son-grand-retour-en-equipe-dAlgerie.jpg,Ligue 1 🇫🇷,AfrikFoot Mercato,Youcef Belaïli,,,Non communiqué,RUMEUR 📰,Neutre,algérieyoucefbelaïlienvoiedéjàunmessageaufutursélectionneur,Ligue 1 🇫🇷,International 🌍,0.0
Algérie : Rafael Benitez rayé de la liste à cause de ses demandes disproportionnées ?,https://www.afrik-foot.com/algerie-rafael-benitez-raye-de-la-liste-a-cause-de-ses-demandes-disproportionnees,"Fri, 07 Aug 2026 19:25:41 +0200",2026-08-08T23:56:21.468615,fr,"Donné dans un premier temps comme favori pour le poste de sélectionneur de l’Algérie, Rafael Benitez aurait refroidi la fédération par ses exigences jugées démesurées. Initialement en pole pour reprendre les rênes de l’équipe d’Algérie suite au départ de Vladimir Petkovic, Rafael Benitez aurait perdu les faveurs de la Fédération algérienne de football (FAF), selon […]",https://www.afrik-foot.com/thumbor/0ak1SHFO8S6SaxnfCkWwvQtjkSk=/1200x800/smart/filters:format(webp)/https%3A%2F%2Fmedia.afrik-foot.com%2Fmain%2F2026%2F08%2FRafael-Benitez-2.jpg,Ligue 1 🇫🇷,AfrikFoot Mercato,Rafael Benitez,,,Non communiqué,RUMEUR 📰,Bearish,algérierafaelbenitezrayédelalisteàcausedesesdemandesdispropo,Ligue 1 🇫🇷,International 🌍,0.0
"CAN féminine 2026 : Cameroun-Nigeria, le retour d’un classique à l’histoire douloureuse pour les Lionnes",https://www.afrik-foot.com/can-feminine-2026-cameroun-nigeria-historique-bilan-face-a-face-statistiques,"Fri, 07 Aug 2026 18:05:08 +0200",2026-08-08T23:56:21.468748,fr,"Le Cameroun sait à quoi s’attendre. Dimanche à Casablanca, les Lionnes Indomptables retrouveront le Nigeria en quarts de finale de la CAN féminine 2026 avec l’ambition de bousculer une hiérarchie longtemps établie. Car s’il existe une sélection qui a souvent barré la route des Camerounaises sur la scène continentale, c’est bien les Super Falcons. L’histoire […]",https://www.afrik-foot.com/thumbor/KpkhIa38dnDektHS-OTjqnZ3sLs=/3339x2088/smart/filters:format(webp)/https%3A%2F%2Fmedia.afrik-foot.com%2Fmain%2F2026%2F08%2FICONSPORTxALAMY_2XYPM2K.jpg,Ligue 1 🇫🇷,AfrikFoot Mercato,Joueur Star,,,Non communiqué,RUMEUR 📰,Neutre,canféminine2026camerounnigerialeretourdunclassiqueàlhistoire,Ligue 1 🇫🇷,International 🌍,0.0
"Algérie : ce qui changerait avec Félix Sanchez, favori pour le poste de sélectionneur",https://www.afrik-foot.com/algerie-ce-qui-changerait-avec-felix-sanchez-favori-pour-le-poste-de-selectionneur,"Fri, 07 Aug 2026 14:33:00 +0200",2026-08-08T23:56:21.469010,fr,"La succession de Vladimir Petkovic commence à se préciser en Algérie. Plusieurs profils ont circulé ces derniers jours, mais celui de Félix Sanchez Bas semble désormais prendre une longueur d’avance. Moins clinquant qu’un Xavi ou qu’un Rafael Benitez, l’Espagnol correspond davantage au cahier des charges fixé par la FAF : expérience internationale, travail de formation, […]",https://www.afrik-foot.com/thumbor/zDn61xs9vioimORpJiS6xXbAohY=/7551x5036/smart/filters:format(webp)/https%3A%2F%2Fmedia.afrik-foot.com%2Fmain%2F2026%2F08%2FICONSPORT_167140_0151.jpg,Ligue 1 🇫🇷,AfrikFoot Mercato,João Félix,Chelsea,,Non communiqué,RUMEUR 📰,Bullish,algériecequichangeraitavecfélixsanchezfavoripourlepostedesél,Ligue 1 🇫🇷,Portugal 🇵🇹,0.0
Os motivos que fazem com que o Manchester United já considere a permanência de Rashford - Trivela,https://news.google.com/rss/articles/CBMilgFBVV95cUxNRFpvM205ckM5Ym5xeTRuVGRScHlvemVNX2x2QnQzWmZfSk1velFxTDZITllxMWx4YmQ5UEJVZnFvV0ZZLXphTW84WGQxdU45S2NTNHQ0eU43V1ZKLVowbzlWN09VQ1VRa2lvWnNLbmJyY2JnSUNHS3dVeE9NcTdDbTBQZGdJcEsyS3RVdGc3UWRKWElzMEE?oc=5,"Sat, 08 Aug 2026 17:00:00 GMT",2026-08-08T23:56:30.845858,pt,Os motivos que fazem com que o Manchester United já considere a permanência de Rashford Trivela,,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,GE Globo Mercado da Bola,Marcus Rashford,Manchester United,,Non communiqué,RUMEUR 📰,Neutre,osmotivosquefazemcomqueomanchesterunitedjáconsidereapermanên,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Angleterre 🏴󠁧󠁢󠁥󠁮󠁧󠁿,0.0
Por que a proposta do Liverpool de R$ 676 milhões por Barcola pode não ser suficiente? - Trivela,https://news.google.com/rss/articles/CBMic0FVX3lxTE00SmtaLXhLeTdjRzBZZy1ZenpWWE5JajYzRlBtZHdZTV9sUkFDdFNsdDNBeWFSLTlaVWc1RnRRRFB0YVlmQWlQNk1BWVdMeWwyTTVLek1rM04tdHhqTzBpcVJmVWpvcTJpSi04R0VhZXBOUnc?oc=5,"Sat, 08 Aug 2026 00:23:00 GMT",2026-08-08T23:56:30.846728,pt,Por que a proposta do Liverpool de R$ 676 milhões por Barcola pode não ser suficiente? Trivela,,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,GE Globo Mercado da Bola,Bradley Barcola,PSG,Liverpool,Non communiqué,NEGOCIATION 💬,Neutre,porqueapropostadoliverpoolder676milhõesporbarcolapodenãosers,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,France 🇫🇷,0.0
Teilnahme an kicker-Managerspielen der 2. und 3. Liga weiter möglich - kicker,https://news.google.com/rss/articles/CBMipwFBVV95cUxOUTBDeFRJdGNSak1jRTdaNkEwaF9CbVZWVC1EWmVpZFlwcXMxV3VuRTN5cEpGZmZjZmREZ3h2bjBDSjJOVG54VGtYbGdGYTAxdTRaTlpiZmt6dTMxQnB3SWpsdDlETU9Tb0pxMmtqcEVXNzNzNFE2ZGpFTFVwOFYxa3h6eXNxS3I5SEFsM3NTWGNNNlRrQzZ4dXR0Q0UzVW9OWGpENVQ5RQ?oc=5,"Sat, 08 Aug 2026 13:49:34 GMT",2026-08-08T23:57:12.087244,de,Teilnahme an kicker-Managerspielen der 2. und 3. Liga weiter möglich kicker,,Bundesliga 🇩🇪,Kicker Transfermarkt,Joueur Star,,,Non communiqué,RUMEUR 📰,Neutre,teilnahmeankickermanagerspielender2und3ligaweitermöglichkick,Bundesliga 🇩🇪,International 🌍,0.0
Fußballtransfers: Gerüchte und News im Transferticker - Spaniens WM-Held vor Barca-Abflug? - Sport1,https://news.google.com/rss/articles/CBMipgFBVV95cUxQMHBPcFdjcTFIRmRZVm5ONms1WHZYZEQ2TkJqcUY3ZUh6TFBRSzFHb3IwMkE0S0toYWt3OVFtdUJwYzh2S05hUm5XeFpiOEtfLWs5eXo0WTBZeFJPdkcxZm9NcVVhaHBRNkFhU3ZEY1BxSTA0c0tCRXBic25nZVRuMGJrc1R1QnA5cU1qQnUzRmdvV2ZHLTQtN1dHNkZhOWFvb2twSTRn?oc=5,"Sat, 08 Aug 2026 19:29:09 GMT",2026-08-08T23:57:12.087859,de,Fußballtransfers: Gerüchte und News im Transferticker - Spaniens WM-Held vor Barca-Abflug? Sport1,,Bundesliga 🇩🇪,Kicker Transfermarkt,Joueur Star,,FC Barcelone,Non communiqué,RUMEUR 📰,Neutre,fußballtransfersgerüchteundnewsimtransfertickerspanienswmhel,Bundesliga 🇩🇪,International 🌍,0.0
Transferticker: Frankfurts Skhiri in Gesprächen – Leipzig lässt fast perfekten Transfer platzen - Absolut Fussball,https://news.google.com/rss/articles/CBMi0AFBVV95cUxONjZ1TjdWdHM3bDRySHBJZE1qeXpiY3k5WGVvbUQ0ZnFHai16OHp4UDVnUlR1d1hKNXM2dS1CZlNKekcyRmI5ZU1Gbksza1p1d3JreUR5UUNBNktmRnVsSzRGQzQwbjR4cTZkbm5PNU5FM2oxSXZlNlpXZExyOUE5T1BVYlVNS0tWVmJDZVhJek5McTdEaFpzRjRtNUN4RXpGMDgyc3l1c2xLQV9XYWpJVk56cDZnYldhUUg1bmZ4S3FqaVkwczg5WURRanVkbERf?oc=5,"Sat, 08 Aug 2026 00:17:23 GMT",2026-08-08T23:57:12.090925,de,Transferticker: Frankfurts Skhiri in Gesprächen – Leipzig lässt fast perfekten Transfer platzen Absolut Fussball,,Ligue 1 🇫🇷,Kicker Transfermarkt,Frankfurts Skhiri,,RB Leipzig,Non communiqué,RUMEUR 📰,Neutre,transfertickerfrankfurtsskhiriingesprächenleipziglässtfastpe,Ligue 1 🇫🇷,International 🌍,0.0
Exclu360. Adil Faras: «la formation est la clé de l’avenir du football féminin marocain» - Le360 Sport,https://news.google.com/rss/articles/CBMi4AFBVV95cUxPRm9WR2hhZmdRdzZwZ1JkRXR3aWdDUVFnSTlDcDV5SlVLR2pXN1FSRTJHalZCRUVkXzRiUmphM1duaXJpWWtJS21YZXJlaF9iZkJhQVd4M0VyVHRkYnVUUEJZMEFKNmUwZ0dkR0xKRFVpd3BYWkJWU0d2YTBjUExQMUJidE5Icnlmc3BkRVVLM2c1U0c1aXhRUnpORVpLMmdrOFo4dXcteGUwbF96aF9FaG5TaTJJQnpFV0NQWXVLODl6TlVWNy1uM21zSDNjRlRoWmc5MjdKS3J0VmRwQXMwaA?oc=5,"Sat, 08 Aug 2026 04:23:00 GMT",2026-08-08T23:57:22.695388,fr,Exclu360. Adil Faras: «la formation est la clé de l’avenir du football féminin marocain» Le360 Sport,,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Le360 Sport Maroc,Adil Faras,,,Non communiqué,RUMEUR 📰,Neutre,exclu360adilfaraslaformationestlaclédelavenirdufootballfémin,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
Lens hijack Lazio’s pursuit of Benfica striker Franjo Ivanovic,https://www.getfootballnewsfrance.com/2026/lens-hijack-lazios-pursuit-of-benfica-striker-franjo-ivanovic/,"Sat, 08 Aug 2026 20:19:16 +0000",2026-08-08T23:57:38.818066,en,"RC Lens have hijacked SS Lazio’s pursuit of Benfica striker Franjo Ivanovic (22), according to Foot Mercato. The Croatian international was expected to join the Biancocelesti after the Serie A side has…",https://www.getfootballnewsfrance.com/assets/sl-benfica-v-ssc-napoli-uefa-champions-league-2025-26-league-phase-md6-scaled.jpg,Ligue 1 🇫🇷,Get French Football News,Franjo Ivanovic,SL Benfica,RC Lens,Non communiqué,RUMEUR 📰,Bullish,lenshijacklaziospursuitofbenficastrikerfranjoivanovic,Ligue 1 🇫🇷,International 🌍,0.0
"Paris FC’s Moustapha Mbow sought after by Crystal Palace, Fulham and Hull City",https://www.getfootballnewsfrance.com/2026/paris-fcs-moustapha-mbow-sought-after-by-crystal-palace-fulham-and-hull-city/,"Sat, 08 Aug 2026 17:08:01 +0000",2026-08-08T23:57:38.818452,en,"Paris FC’s Moustapha Mbow (26) is reportedly the subject of serious interest from Crystal Palace and Fulham, according to Foot Mercato. Hull City, newly promoted to the Premier League this…",https://www.getfootballnewsfrance.com/assets/united-states-v-senegal-international-friendly-1-scaled.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Get French Football News,Moustapha Mbow,Crystal Palace,Fulham,Non communiqué,RUMEUR 📰,Bullish,parisfcsmoustaphambowsoughtafterbycrystalpalacefulhamandhull,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
Getafe set their sights on Saint-Étienne’s Pierre Ekwah,https://www.getfootballnewsfrance.com/2026/getafe-set-their-sights-on-saint-etiennes-pierre-ekwah/,"Sat, 08 Aug 2026 16:02:20 +0000",2026-08-08T23:57:38.826102,en,"Getafe are reportedly interested in signing AS Saint-Étienne’s Pierre Ekwah (24), according to journalist Sacha Tavolieri. Impressed by the midfielder’s qualities, Los Azulones are keen to pair him with their…",https://www.getfootballnewsfrance.com/assets/stoke-city-v-watford-sky-bet-championship-scaled.jpg,Ligue 1 🇫🇷,Get French Football News,Pierre Ekwah,,,Non communiqué,RUMEUR 📰,Bullish,getafesettheirsightsonsaintétiennespierreekwah,Ligue 1 🇫🇷,International 🌍,0.0
Ismaëlo Ganiou extends contract with Lens to 2030,https://www.getfootballnewsfrance.com/2026/ismaelo-ganiou-extends-contract-with-lens-to-2030/,"Sat, 08 Aug 2026 14:37:20 +0000",2026-08-08T23:57:38.826320,en,"Lens centre-back Ismaëlo Ganiou has signed a contract extension with the club, keeping him in the north of France until 2030. The 21-year-old’s deal was due to expire in two…",https://www.getfootballnewsfrance.com/assets/fbl-fra-ligue1-lens-1-scaled.webp,Ligue 1 🇫🇷,Get French Football News,Ismaëlo Ganiou,RC Lens,RC Lens,Non communiqué,RUMEUR 📰,Bullish,ismaëloganiouextendscontractwithlensto2030,Ligue 1 🇫🇷,International 🌍,0.0
Barcelona’s Ferran Torres reaches PSG contractual agreement,https://www.getfootballnewsfrance.com/2026/barcelonas-ferran-torres-reaches-psg-contractual-agreement/,"Sat, 08 Aug 2026 12:39:26 +0000",2026-08-08T23:57:38.826499,en,"Barcelona striker Ferran Torres (26) has reached a contractual agreement with PSG on the basis of a five-year deal, as reported by L’Equipe. The 26-year-old centre-forward, who scored Spain’s winning goal in…",https://www.getfootballnewsfrance.com/assets/spain-v-argentina-final-fifa-world-cup-2026-1-scaled.jpg,La Liga 🇪🇸,Get French Football News,Ferran Torres,PSG,FC Barcelone,Non communiqué,RUMEUR 📰,Neutre,barcelonasferrantorresreachespsgcontractualagreement,La Liga 🇪🇸,International 🌍,0.0
FEATURE | ‘Everything must go’ Inside the financial crisis engulfing Marseille,https://www.getfootballnewsfrance.com/2026/feature-everything-must-go-inside-the-financial-crisis-engulfing-marseille/,"Sat, 08 Aug 2026 12:08:40 +0000",2026-08-08T23:57:38.826639,en,"There is an “everything must go” feel to Marseille this summer. A new president, sporting director, and coach have arrived at the Vélodrome, tasked with rebuilding from the ruins of…",https://www.getfootballnewsfrance.com/assets/olympique-de-marseille-v-liverpool-fc-uefa-champions-league-2025-26-league-phase-md7-4-scaled.jpg,Ligue 1 🇫🇷,Get French Football News,Joueur Star,,Olympique de Marseille,Non communiqué,RUMEUR 📰,Neutre,featureeverythingmustgoinsidethefinancialcrisisengulfingmars,Ligue 1 🇫🇷,International 🌍,0.0
Marseille tracking Egypt international Haissem Hassan after World Cup breakthrough,https://www.getfootballnewsfrance.com/2026/marseille-tracking-egypt-international-haissem-hassan-after-world-cup-breakthrough/,"Sat, 08 Aug 2026 10:25:55 +0000",2026-08-08T23:57:38.826772,en,"Olympique de Marseille are keeping tabs on Real Oviedo winger Haissem Hassan (23) following his impressive performances for Egypt at the 2026 World Cup, according to L’Équipe. The Marseille-born attacker…",https://www.getfootballnewsfrance.com/assets/australia-v-egypt-round-of-32-fifa-world-cup-2026-scaled.jpg,Ligue 1 🇫🇷,Get French Football News,Haissem Hassan,,Olympique de Marseille,Non communiqué,RUMEUR 📰,Bullish,marseilletrackingegyptinternationalhaissemhassanafterworldcu,Ligue 1 🇫🇷,International 🌍,0.0
Marseille enquire about Gent striker Hyllarion Goore,https://www.getfootballnewsfrance.com/2026/marseille-enquire-about-gent-striker-hyllarion-goore/,"Sat, 08 Aug 2026 10:21:37 +0000",2026-08-08T23:57:38.826890,en,"Olympique de Marseille have made enquiries over KAA Gent forward Hyllarion Goore (20), according to L’Équipe. Marseille are yet to make their first signing of the summer transfer window, with…",https://www.getfootballnewsfrance.com/assets/GooreGentProLeague-scaled.png,Ligue 1 🇫🇷,Get French Football News,Hyllarion Goore,,Olympique de Marseille,Non communiqué,RUMEUR 📰,Bullish,marseilleenquireaboutgentstrikerhyllariongoore,Ligue 1 🇫🇷,International 🌍,0.0
Como target Marseille forward Amine Gouiri,https://www.getfootballnewsfrance.com/2026/como-target-marseille-forward-amine-gouiri/,"Sat, 08 Aug 2026 10:12:00 +0000",2026-08-08T23:57:38.827004,en,"Como have expressed a strong interest in signing Olympique de Marseille forward Amine Gouiri (26) this summer, according to a report from L’Équipe. The Algeria international could become the latest…",https://www.getfootballnewsfrance.com/assets/pl2-1892-scaled.jpg,Ligue 1 🇫🇷,Get French Football News,Amine Gouiri,,Olympique de Marseille,Non communiqué,RUMEUR 📰,Bullish,comotargetmarseilleforwardaminegouiri,Ligue 1 🇫🇷,International 🌍,0.0
Coventry City enquire about Marseille midfielder Angel Gomes,https://www.getfootballnewsfrance.com/2026/coventry-city-enquire-about-marseille-midfielder-angel-gomes/,"Sat, 08 Aug 2026 10:05:20 +0000",2026-08-08T23:57:38.827246,en,"Newly-promoted Coventry City have made enquiries over a move for Olympique de Marseille midfielder Angel Gomes (25), who is hoping to return to the Premier League this summer, according to…",https://www.getfootballnewsfrance.com/assets/wolverhampton-wanderers-v-liverpool-emirates-fa-cup-fifth-round-scaled.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Get French Football News,Coventry City,,Olympique de Marseille,Non communiqué,RUMEUR 📰,Bullish,coventrycityenquireaboutmarseillemidfielderangelgomes,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
Ronald Araujo solves some Liverpool issues but also comes with concerns,https://www.thisisanfield.com/2026/08/ronald-araujo-solves-some-liverpool-issues-but-also-comes-with-concerns/,"Sat, 08 Aug 2026 15:00:53 +0000",2026-08-08T23:57:48.181916,en,Ronald Araujo solves some Liverpool issues but also comes with concerns,https://www.thisisanfield.com/wp-content/uploads/3E87E24-copy-2.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,ThisIsAnfield Liverpool,Ronald Araújo,FC Barcelone,Liverpool,Non communiqué,RUMEUR 📰,Neutre,ronaldaraujosolvessomeliverpoolissuesbutalsocomeswithconcern,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Uruguay 🇺🇾,0.0
Josh Abe scores on Liverpool U21s debut in hint at squad vs. Monaco,https://www.thisisanfield.com/2026/08/josh-abe-liverpool-u21-debut-goal-monaco-squad-hint/,"Sat, 08 Aug 2026 14:48:14 +0000",2026-08-08T23:57:48.181941,en,Josh Abe scores on Liverpool U21s debut in hint at squad vs. Monaco,https://www.thisisanfield.com/wp-content/uploads/P2026-07-25-Liverpool_Sunderland-132.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,ThisIsAnfield Liverpool,Josh Abe,Liverpool,AS Monaco,Non communiqué,RUMEUR 📰,Neutre,joshabescoresonliverpoolu21sdebutinhintatsquadvsmonaco,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
Liverpool agree £47.1m buy clause as Ronald Araujo travels for medical,https://www.thisisanfield.com/2026/08/ronald-araujo-liverpool-buy-clause-47m-medical-barcelona/,"Sat, 08 Aug 2026 11:05:01 +0000",2026-08-08T23:57:48.181965,en,Liverpool agree £47.1m buy clause as Ronald Araujo travels for medical,https://www.thisisanfield.com/wp-content/uploads/araujotravels.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,ThisIsAnfield Liverpool,Ronald Araújo,FC Barcelone,Liverpool,Non communiqué,RUMEUR 📰,Neutre,liverpoolagree471mbuyclauseasronaldaraujotravelsformedical,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Uruguay 🇺🇾,0.0
Luke Chambers interest emerges as Liverpool prepare new contract offer,https://www.thisisanfield.com/2026/08/luke-chambers-liverpool-new-contract-loan-interest/,"Sat, 08 Aug 2026 11:00:35 +0000",2026-08-08T23:57:48.181987,en,Luke Chambers interest emerges as Liverpool prepare new contract offer,https://www.thisisanfield.com/wp-content/uploads/2026-08-02-106-Liverpool_Leeds.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,ThisIsAnfield Liverpool,Luke Chambers,,Liverpool,Non communiqué,RUMEUR 📰,Neutre,lukechambersinterestemergesasliverpoolpreparenewcontractoffe,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
